product_id|customer_id|product_type|enrollment_date|limit
24441|17437|Savings|2024-12-15|0.0
24442|17437|Credit Card|2024-12-27|46000.0
24443|17438|Savings|2023-08-14|0.0
24444|17439|Savings|2024-08-02|0.0
24445|17440|Savings|2023-10-14|0.0
24446|17440|Credit Card|2023-12-19|75000.0
24447|17441|Savings|2023-01-01|0.0
24448|17442|Savings|2023-06-19|0.0
24449|17442|Credit Card|2023-06-28|83000.0
24450|17443|Savings|2023-10-06|0.0
24451|17443|Credit Card|2024-10-15|58000.0
24452|17444|Savings|2024-09-03|0.0
24453|17444|Credit Card|2024-09-04|37000.0
24454|17445|Savings|2024-05-09|0.0
24455|17446|Savings|2023-08-20|0.0
24456|17447|Savings|2023-01-08|0.0
24457|17448|Savings|2024-01-08|0.0
24458|17448|Credit Card|2024-05-17|22000.0
24459|17449|Savings|2024-10-09|0.0
24460|17450|Savings|2023-11-25|0.0
24461|17451|Savings|2024-01-22|0.0
24462|17451|Credit Card|2024-11-25|90000.0
24463|17452|Savings|2024-01-25|0.0
24464|17452|Credit Card|2024-08-07|23000.0
24465|17453|Savings|2023-09-30|0.0
24466|17454|Savings|2023-09-03|0.0
24467|17455|Savings|2024-10-05|0.0
24468|17456|Savings|2023-03-22|0.0
24469|17457|Savings|2023-05-25|0.0
24470|17457|Credit Card|2024-01-23|19000.0
24471|17458|Savings|2024-07-15|0.0
24472|17458|Credit Card|2025-01-14|70000.0
24473|17459|Savings|2024-06-04|0.0
24474|17460|Savings|2023-02-26|0.0
24475|17461|Savings|2024-08-17|0.0
24476|17461|Credit Card|2024-12-28|99000.0
24477|17462|Savings|2023-09-17|0.0
24478|17463|Savings|2023-10-07|0.0
24479|17464|Savings|2024-08-08|0.0
24480|17464|Credit Card|2024-10-17|29000.0
24481|17465|Savings|2023-12-09|0.0
24482|17466|Savings|2023-07-08|0.0
24483|17466|Credit Card|2024-04-03|51000.0
24484|17467|Savings|2023-04-13|0.0
24485|17468|Savings|2023-04-13|0.0
24486|17468|Credit Card|2023-07-28|61000.0
24487|17469|Savings|2024-10-20|0.0
24488|17470|Savings|2023-10-13|0.0
24489|17471|Savings|2023-07-03|0.0
24490|17471|Credit Card|2024-07-11|81000.0
24491|17472|Savings|2023-07-22|0.0
24492|17473|Savings|2024-03-30|0.0
24493|17474|Savings|2024-12-13|0.0
24494|17475|Savings|2023-06-28|0.0
24495|17475|Credit Card|2023-07-07|79000.0
24496|17476|Savings|2023-05-02|0.0
24497|17477|Savings|2024-07-09|0.0
24498|17478|Savings|2023-06-15|0.0
24499|17478|Credit Card|2023-10-03|21000.0
24500|17479|Savings|2024-05-07|0.0
24501|17480|Savings|2024-03-31|0.0
24502|17481|Savings|2023-08-26|0.0
24503|17481|Credit Card|2024-06-29|34000.0
24504|17482|Savings|2023-12-31|0.0
24505|17482|Credit Card|2024-05-02|10000.0
24506|17483|Savings|2023-06-06|0.0
24507|17484|Savings|2024-10-10|0.0
24508|17485|Savings|2024-07-21|0.0
24509|17486|Savings|2023-08-24|0.0
24510|17487|Savings|2024-07-21|0.0
24511|17488|Savings|2024-01-03|0.0
24512|17488|Credit Card|2024-04-30|64000.0
24513|17489|Savings|2024-11-21|0.0
24514|17490|Savings|2024-01-14|0.0
24515|17491|Savings|2023-01-18|0.0
24516|17491|Credit Card|2024-04-09|50000.0
24517|17492|Savings|2024-01-15|0.0
24518|17492|Credit Card|2024-04-10|99000.0
24519|17493|Savings|2023-05-15|0.0
24520|17494|Savings|2023-04-08|0.0
24521|17494|Credit Card|2023-07-25|90000.0
24522|17495|Savings|2023-09-25|0.0
24523|17495|Credit Card|2024-10-23|30000.0
24524|17496|Savings|2023-01-13|0.0
24525|17497|Savings|2024-09-04|0.0
24526|17497|Credit Card|2024-10-23|28000.0
24527|17498|Savings|2024-04-06|0.0
24528|17498|Credit Card|2024-07-23|63000.0
24529|17499|Savings|2024-09-12|0.0
24530|17500|Savings|2024-10-30|0.0
24531|17501|Savings|2024-08-05|0.0
24532|17502|Savings|2024-12-16|0.0
24533|17503|Savings|2024-12-26|0.0
24534|17504|Savings|2024-03-25|0.0
24535|17504|Credit Card|2024-08-05|86000.0
24536|17505|Savings|2024-10-13|0.0
24537|17506|Savings|2023-10-24|0.0
24538|17506|Credit Card|2024-11-19|38000.0
24539|17507|Savings|2023-01-04|0.0
24540|17507|Credit Card|2023-09-01|21000.0
24541|17508|Savings|2024-06-24|0.0
24542|17509|Savings|2023-01-16|0.0
24543|17510|Savings|2024-07-01|0.0
24544|17510|Credit Card|2025-01-25|62000.0
24545|17511|Savings|2023-11-22|0.0
24546|17512|Savings|2023-06-18|0.0
24547|17512|Credit Card|2023-07-21|37000.0
24548|17513|Savings|2023-05-06|0.0
24549|17514|Savings|2024-05-08|0.0
24550|17514|Credit Card|2024-05-08|25000.0
24551|17515|Savings|2023-07-22|0.0
24552|17516|Savings|2024-09-13|0.0
24553|17517|Savings|2024-01-07|0.0
24554|17518|Savings|2024-12-20|0.0
24555|17519|Savings|2024-08-18|0.0
24556|17520|Savings|2023-01-13|0.0
24557|17521|Savings|2024-06-30|0.0
24558|17522|Savings|2024-01-21|0.0
24559|17523|Savings|2023-11-27|0.0
24560|17524|Savings|2023-10-13|0.0
24561|17524|Credit Card|2023-10-18|68000.0
24562|17525|Savings|2024-06-08|0.0
24563|17526|Savings|2024-06-20|0.0
24564|17527|Savings|2024-02-01|0.0
24565|17528|Savings|2023-12-26|0.0
24566|17529|Savings|2024-05-27|0.0
24567|17530|Savings|2024-08-24|0.0
24568|17531|Savings|2023-12-01|0.0
24569|17532|Savings|2023-02-11|0.0
24570|17533|Savings|2023-09-30|0.0
24571|17534|Savings|2024-12-17|0.0
24572|17535|Savings|2024-06-16|0.0
24573|17535|Credit Card|2025-01-21|90000.0
24574|17536|Savings|2025-01-18|0.0
24575|17536|Credit Card|2025-01-25|56000.0
24576|17537|Savings|2024-01-18|0.0
24577|17538|Savings|2025-01-16|0.0
24578|17538|Credit Card|2025-01-22|41000.0
24579|17539|Savings|2023-03-08|0.0
24580|17539|Credit Card|2024-03-17|11000.0
24581|17540|Savings|2023-01-28|0.0
24582|17541|Savings|2024-11-14|0.0
24583|17542|Savings|2024-03-15|0.0
24584|17543|Savings|2023-12-15|0.0
24585|17544|Savings|2023-12-05|0.0
24586|17544|Credit Card|2024-05-15|76000.0
24587|17545|Savings|2023-04-19|0.0
24588|17545|Credit Card|2024-05-18|80000.0
24589|17546|Savings|2023-07-23|0.0
24590|17547|Savings|2024-07-01|0.0
24591|17547|Credit Card|2024-08-10|86000.0
24592|17548|Savings|2024-06-14|0.0
24593|17549|Savings|2023-05-11|0.0
24594|17550|Savings|2024-07-19|0.0
24595|17551|Savings|2024-05-30|0.0
24596|17552|Savings|2023-01-24|0.0
24597|17553|Savings|2023-12-31|0.0
24598|17554|Savings|2024-12-15|0.0
24599|17555|Savings|2023-07-11|0.0
24600|17556|Savings|2023-05-14|0.0
24601|17557|Savings|2024-01-13|0.0
24602|17558|Savings|2024-01-31|0.0
24603|17559|Savings|2023-02-14|0.0
24604|17560|Savings|2023-08-17|0.0
24605|17561|Savings|2024-05-16|0.0
24606|17562|Savings|2024-01-19|0.0
24607|17562|Credit Card|2024-02-05|95000.0
24608|17563|Savings|2023-02-27|0.0
24609|17564|Savings|2024-07-29|0.0
24610|17564|Credit Card|2024-09-17|82000.0
24611|17565|Savings|2023-02-03|0.0
24612|17566|Savings|2025-01-16|0.0
24613|17566|Credit Card|2025-01-23|43000.0
24614|17567|Savings|2023-08-24|0.0
24615|17567|Credit Card|2024-04-12|20000.0
24616|17568|Savings|2024-12-10|0.0
24617|17569|Savings|2023-05-06|0.0
24618|17570|Savings|2023-08-16|0.0
24619|17570|Credit Card|2024-08-12|25000.0
24620|17571|Savings|2024-01-19|0.0
24621|17572|Savings|2023-05-31|0.0
24622|17573|Savings|2024-03-16|0.0
24623|17574|Savings|2023-11-01|0.0
24624|17574|Credit Card|2024-10-04|48000.0
24625|17575|Savings|2023-09-28|0.0
24626|17575|Credit Card|2024-11-10|56000.0
24627|17576|Savings|2023-01-09|0.0
24628|17576|Credit Card|2024-03-24|88000.0
24629|17577|Savings|2024-03-09|0.0
24630|17578|Savings|2023-11-19|0.0
24631|17579|Savings|2024-06-14|0.0
24632|17580|Savings|2023-04-23|0.0
24633|17580|Credit Card|2024-11-22|86000.0
24634|17581|Savings|2023-08-03|0.0
24635|17581|Credit Card|2024-03-26|25000.0
24636|17582|Savings|2023-05-04|0.0
24637|17583|Savings|2024-02-09|0.0
24638|17584|Savings|2023-01-22|0.0
24639|17584|Credit Card|2025-01-30|68000.0
24640|17585|Savings|2024-07-30|0.0
24641|17586|Savings|2025-01-02|0.0
24642|17586|Credit Card|2025-01-11|45000.0
24643|17587|Savings|2023-04-02|0.0
24644|17587|Credit Card|2024-12-30|66000.0
24645|17588|Savings|2023-08-22|0.0
24646|17588|Credit Card|2024-11-13|72000.0
24647|17589|Savings|2024-12-02|0.0
24648|17590|Savings|2024-04-11|0.0
24649|17590|Credit Card|2024-10-25|89000.0
24650|17591|Savings|2024-12-20|0.0
24651|17591|Credit Card|2025-01-11|88000.0
24652|17592|Savings|2023-10-07|0.0
24653|17592|Credit Card|2024-01-16|75000.0
24654|17593|Savings|2023-11-24|0.0
24655|17593|Credit Card|2024-02-08|25000.0
24656|17594|Savings|2024-04-05|0.0
24657|17595|Savings|2024-08-13|0.0
24658|17596|Savings|2024-09-04|0.0
24659|17597|Savings|2023-01-31|0.0
24660|17598|Savings|2024-07-14|0.0
24661|17598|Credit Card|2024-09-29|10000.0
24662|17599|Savings|2023-09-04|0.0
24663|17599|Credit Card|2024-05-28|29000.0
24664|17600|Savings|2024-11-05|0.0
24665|17601|Savings|2024-09-10|0.0
24666|17601|Credit Card|2024-10-09|62000.0
24667|17602|Savings|2024-12-15|0.0
24668|17602|Credit Card|2024-12-27|60000.0
24669|17603|Savings|2024-02-02|0.0
24670|17604|Savings|2024-07-12|0.0
24671|17604|Credit Card|2025-01-02|50000.0
24672|17605|Savings|2024-05-30|0.0
24673|17605|Credit Card|2024-11-28|26000.0
24674|17606|Savings|2024-09-23|0.0
24675|17607|Savings|2024-03-04|0.0
24676|17607|Credit Card|2024-09-02|64000.0
24677|17608|Savings|2024-10-26|0.0
24678|17609|Savings|2025-01-24|0.0
24679|17610|Savings|2023-02-26|0.0
24680|17610|Credit Card|2023-03-04|30000.0
24681|17611|Savings|2023-02-07|0.0
24682|17612|Savings|2024-12-11|0.0
24683|17612|Credit Card|2025-01-30|34000.0
24684|17613|Savings|2024-05-18|0.0
24685|17614|Savings|2023-12-06|0.0
24686|17615|Savings|2024-02-07|0.0
24687|17616|Savings|2024-10-08|0.0
24688|17616|Credit Card|2024-11-02|54000.0
24689|17617|Savings|2024-07-19|0.0
24690|17617|Credit Card|2024-11-05|77000.0
24691|17618|Savings|2023-01-19|0.0
24692|17618|Credit Card|2023-11-15|77000.0
24693|17619|Savings|2024-10-12|0.0
24694|17620|Savings|2023-12-02|0.0
24695|17621|Savings|2024-12-23|0.0
24696|17622|Savings|2023-05-06|0.0
24697|17623|Savings|2023-10-16|0.0
24698|17623|Credit Card|2024-07-14|10000.0
24699|17624|Savings|2023-10-07|0.0
24700|17624|Credit Card|2024-01-11|66000.0
24701|17625|Savings|2024-07-27|0.0
24702|17625|Credit Card|2025-01-21|36000.0
24703|17626|Savings|2023-08-19|0.0
24704|17626|Credit Card|2024-06-11|99000.0
24705|17627|Savings|2023-02-03|0.0
24706|17627|Credit Card|2024-12-25|30000.0
24707|17628|Savings|2023-10-17|0.0
24708|17629|Savings|2024-12-24|0.0
24709|17629|Credit Card|2025-01-01|59000.0
24710|17630|Savings|2023-11-07|0.0
24711|17631|Savings|2023-09-29|0.0
24712|17632|Savings|2023-05-03|0.0
24713|17632|Credit Card|2024-05-21|53000.0
24714|17633|Savings|2023-12-24|0.0
24715|17633|Credit Card|2024-05-19|82000.0
24716|17634|Savings|2023-08-07|0.0
24717|17635|Savings|2023-03-06|0.0
24718|17636|Savings|2024-06-26|0.0
24719|17637|Savings|2023-12-30|0.0
24720|17638|Savings|2023-06-29|0.0
24721|17639|Savings|2023-03-23|0.0
24722|17640|Savings|2024-07-02|0.0
24723|17640|Credit Card|2024-07-24|54000.0
24724|17641|Savings|2024-07-26|0.0
24725|17641|Credit Card|2024-10-31|55000.0
24726|17642|Savings|2024-10-27|0.0
24727|17643|Savings|2024-12-29|0.0
24728|17644|Savings|2023-03-07|0.0
24729|17644|Credit Card|2024-06-26|88000.0
24730|17645|Savings|2023-09-14|0.0
24731|17646|Savings|2024-09-02|0.0
24732|17646|Credit Card|2025-01-20|61000.0
24733|17647|Savings|2024-07-17|0.0
24734|17648|Savings|2024-02-10|0.0
24735|17648|Credit Card|2024-08-05|93000.0
24736|17649|Savings|2023-05-22|0.0
24737|17649|Credit Card|2024-06-15|27000.0
24738|17650|Savings|2024-08-20|0.0
24739|17650|Credit Card|2024-08-25|79000.0
24740|17651|Savings|2024-09-01|0.0
24741|17651|Credit Card|2024-10-17|17000.0
24742|17652|Savings|2023-01-01|0.0
24743|17652|Credit Card|2023-12-14|23000.0
24744|17653|Savings|2024-04-23|0.0
24745|17653|Credit Card|2024-10-29|98000.0
24746|17654|Savings|2024-06-27|0.0
24747|17655|Savings|2023-10-11|0.0
24748|17655|Credit Card|2023-11-28|84000.0
24749|17656|Savings|2024-09-30|0.0
24750|17657|Savings|2023-10-18|0.0
24751|17658|Savings|2025-01-07|0.0
24752|17658|Credit Card|2025-01-17|53000.0
24753|17659|Savings|2023-05-31|0.0
24754|17659|Credit Card|2023-08-09|54000.0
24755|17660|Savings|2024-12-15|0.0
24756|17661|Savings|2023-04-03|0.0
24757|17661|Credit Card|2024-12-27|54000.0
24758|17662|Savings|2023-11-23|0.0
24759|17662|Credit Card|2024-07-13|38000.0
24760|17663|Savings|2024-05-19|0.0
24761|17663|Credit Card|2024-06-25|72000.0
24762|17664|Savings|2023-03-04|0.0
24763|17664|Credit Card|2025-01-24|24000.0
24764|17665|Savings|2023-06-05|0.0
24765|17665|Credit Card|2023-06-07|56000.0
24766|17666|Savings|2024-11-05|0.0
24767|17667|Savings|2024-08-20|0.0
24768|17668|Savings|2023-03-31|0.0
24769|17668|Credit Card|2024-07-28|64000.0
24770|17669|Savings|2024-06-23|0.0
24771|17669|Credit Card|2024-08-20|66000.0
24772|17670|Savings|2025-01-22|0.0
24773|17671|Savings|2023-08-12|0.0
24774|17672|Savings|2024-12-01|0.0
24775|17672|Credit Card|2024-12-23|12000.0
24776|17673|Savings|2023-09-08|0.0
24777|17674|Savings|2023-10-18|0.0
24778|17674|Credit Card|2024-02-13|58000.0
24779|17675|Savings|2025-01-17|0.0
24780|17675|Credit Card|2025-01-26|99000.0
24781|17676|Savings|2023-04-06|0.0
24782|17677|Savings|2024-01-28|0.0
24783|17677|Credit Card|2024-09-29|43000.0
24784|17678|Savings|2023-11-16|0.0
24785|17679|Savings|2024-09-15|0.0
24786|17680|Savings|2024-03-04|0.0
24787|17681|Savings|2023-09-21|0.0
24788|17681|Credit Card|2024-08-02|84000.0
24789|17682|Savings|2024-03-06|0.0
24790|17683|Savings|2023-09-06|0.0
24791|17683|Credit Card|2024-04-04|79000.0
24792|17684|Savings|2023-11-24|0.0
24793|17685|Savings|2023-08-12|0.0
24794|17686|Savings|2023-06-25|0.0
24795|17687|Savings|2023-06-25|0.0
24796|17688|Savings|2024-10-30|0.0
24797|17689|Savings|2023-08-16|0.0
24798|17689|Credit Card|2023-09-04|97000.0
24799|17690|Savings|2023-10-23|0.0
24800|17691|Savings|2025-01-01|0.0
24801|17692|Savings|2024-02-12|0.0
24802|17692|Credit Card|2024-03-22|73000.0
24803|17693|Savings|2023-05-20|0.0
24804|17693|Credit Card|2024-12-31|19000.0
24805|17694|Savings|2024-08-22|0.0
24806|17695|Savings|2023-09-13|0.0
24807|17695|Credit Card|2023-11-30|30000.0
24808|17696|Savings|2023-12-26|0.0
24809|17696|Credit Card|2024-08-28|21000.0
24810|17697|Savings|2023-04-02|0.0
24811|17697|Credit Card|2024-09-07|88000.0
24812|17698|Savings|2023-01-23|0.0
24813|17699|Savings|2023-03-04|0.0
24814|17699|Credit Card|2024-08-02|42000.0
24815|17700|Savings|2023-08-16|0.0
24816|17700|Credit Card|2024-02-14|42000.0
24817|17701|Savings|2023-08-31|0.0
24818|17702|Savings|2023-06-09|0.0
24819|17703|Savings|2023-01-13|0.0
24820|17703|Credit Card|2024-03-20|89000.0
24821|17704|Savings|2023-02-25|0.0
24822|17704|Credit Card|2023-03-26|30000.0
24823|17705|Savings|2024-03-11|0.0
24824|17706|Savings|2024-02-09|0.0
24825|17706|Credit Card|2024-09-09|20000.0
24826|17707|Savings|2024-06-13|0.0
24827|17707|Credit Card|2024-12-25|41000.0
24828|17708|Savings|2024-03-03|0.0
24829|17708|Credit Card|2025-01-25|60000.0
24830|17709|Savings|2024-03-23|0.0
24831|17710|Savings|2023-06-10|0.0
24832|17710|Credit Card|2023-08-08|43000.0
24833|17711|Savings|2024-03-25|0.0
24834|17712|Savings|2024-10-21|0.0
24835|17713|Savings|2023-06-05|0.0
24836|17714|Savings|2023-12-09|0.0
24837|17714|Credit Card|2024-02-03|48000.0
24838|17715|Savings|2023-07-25|0.0
24839|17716|Savings|2023-01-31|0.0
24840|17716|Credit Card|2023-05-14|34000.0
24841|17717|Savings|2023-04-21|0.0
24842|17718|Savings|2024-01-15|0.0
24843|17719|Savings|2024-11-21|0.0
24844|17720|Savings|2024-03-27|0.0
24845|17721|Savings|2023-09-15|0.0
24846|17722|Savings|2024-10-17|0.0
24847|17722|Credit Card|2024-11-16|34000.0
24848|17723|Savings|2024-03-07|0.0
24849|17724|Savings|2023-10-05|0.0
24850|17724|Credit Card|2024-05-30|26000.0
24851|17725|Savings|2024-04-16|0.0
24852|17726|Savings|2023-02-26|0.0
24853|17727|Savings|2023-02-13|0.0
24854|17727|Credit Card|2023-11-22|52000.0
24855|17728|Savings|2023-07-01|0.0
24856|17729|Savings|2024-06-22|0.0
24857|17729|Credit Card|2024-12-28|73000.0
24858|17730|Savings|2024-07-11|0.0
24859|17731|Savings|2023-01-31|0.0
24860|17732|Savings|2023-02-14|0.0
24861|17733|Savings|2023-03-03|0.0
24862|17733|Credit Card|2024-04-08|36000.0
24863|17734|Savings|2023-05-24|0.0
24864|17735|Savings|2023-10-23|0.0
24865|17736|Savings|2024-07-17|0.0
24866|17736|Credit Card|2024-10-02|82000.0
24867|17737|Savings|2023-11-12|0.0
24868|17738|Savings|2023-09-12|0.0
24869|17739|Savings|2023-10-13|0.0
24870|17740|Savings|2023-05-18|0.0
24871|17740|Credit Card|2023-12-05|86000.0
24872|17741|Savings|2023-05-28|0.0
24873|17742|Savings|2024-06-30|0.0
24874|17742|Credit Card|2024-06-30|83000.0
24875|17743|Savings|2024-03-24|0.0
24876|17744|Savings|2024-01-16|0.0
24877|17745|Savings|2023-07-13|0.0
24878|17745|Credit Card|2024-12-04|13000.0
24879|17746|Savings|2023-01-14|0.0
24880|17747|Savings|2023-02-10|0.0
24881|17747|Credit Card|2024-05-22|90000.0
24882|17748|Savings|2023-05-11|0.0
24883|17748|Credit Card|2024-08-17|90000.0
24884|17749|Savings|2025-01-28|0.0
24885|17750|Savings|2023-09-13|0.0
24886|17751|Savings|2024-07-25|0.0
24887|17751|Credit Card|2024-11-04|54000.0
24888|17752|Savings|2023-09-20|0.0
24889|17752|Credit Card|2024-01-01|62000.0
24890|17753|Savings|2023-09-15|0.0
24891|17753|Credit Card|2023-12-30|84000.0
24892|17754|Savings|2024-05-18|0.0
24893|17755|Savings|2023-02-24|0.0
24894|17755|Credit Card|2024-05-02|54000.0
24895|17756|Savings|2023-08-11|0.0
24896|17756|Credit Card|2024-10-01|46000.0
24897|17757|Savings|2024-10-27|0.0
24898|17758|Savings|2024-07-21|0.0
24899|17759|Savings|2024-12-25|0.0
24900|17759|Credit Card|2025-01-08|26000.0
24901|17760|Savings|2023-09-12|0.0
24902|17761|Savings|2024-12-27|0.0
24903|17762|Savings|2023-03-03|0.0
24904|17762|Credit Card|2024-01-26|82000.0
24905|17763|Savings|2023-08-24|0.0
24906|17763|Credit Card|2024-12-13|82000.0
24907|17764|Savings|2024-02-08|0.0
24908|17765|Savings|2024-09-23|0.0
24909|17766|Savings|2023-05-12|0.0
24910|17767|Savings|2024-09-28|0.0
24911|17768|Savings|2024-10-05|0.0
24912|17769|Savings|2024-12-18|0.0
24913|17769|Credit Card|2025-01-22|29000.0
24914|17770|Savings|2023-01-25|0.0
24915|17771|Savings|2023-08-22|0.0
24916|17772|Savings|2023-09-23|0.0
24917|17773|Savings|2023-10-14|0.0
24918|17773|Credit Card|2024-03-14|82000.0
24919|17774|Savings|2024-01-13|0.0
24920|17775|Savings|2024-09-01|0.0
24921|17776|Savings|2023-08-29|0.0
24922|17776|Credit Card|2024-06-29|31000.0
24923|17777|Savings|2024-02-10|0.0
24924|17778|Savings|2024-10-16|0.0
24925|17779|Savings|2023-03-09|0.0
24926|17780|Savings|2023-08-07|0.0
24927|17781|Savings|2024-03-27|0.0
24928|17782|Savings|2023-07-16|0.0
24929|17783|Savings|2024-12-29|0.0
24930|17784|Savings|2024-09-09|0.0
24931|17785|Savings|2024-11-17|0.0
24932|17785|Credit Card|2025-01-01|32000.0
24933|17786|Savings|2023-10-05|0.0
24934|17787|Savings|2023-08-31|0.0
24935|17788|Savings|2023-01-18|0.0
24936|17789|Savings|2024-06-10|0.0
24937|17790|Savings|2023-11-05|0.0
24938|17790|Credit Card|2024-09-12|85000.0
24939|17791|Savings|2025-01-17|0.0
24940|17791|Credit Card|2025-01-18|98000.0
24941|17792|Savings|2024-01-08|0.0
24942|17793|Savings|2023-05-05|0.0
24943|17794|Savings|2023-03-21|0.0
24944|17795|Savings|2024-11-01|0.0
24945|17796|Savings|2024-02-04|0.0
24946|17797|Savings|2024-01-16|0.0
24947|17798|Savings|2024-10-11|0.0
24948|17798|Credit Card|2025-01-12|21000.0
24949|17799|Savings|2023-06-27|0.0
24950|17799|Credit Card|2023-11-05|80000.0
24951|17800|Savings|2023-10-22|0.0
24952|17800|Credit Card|2024-08-01|48000.0
24953|17801|Savings|2024-11-18|0.0
24954|17802|Savings|2023-06-14|0.0
24955|17802|Credit Card|2024-03-11|52000.0
24956|17803|Savings|2024-09-25|0.0
24957|17803|Credit Card|2024-10-01|38000.0
24958|17804|Savings|2023-09-02|0.0
24959|17804|Credit Card|2024-10-16|17000.0
24960|17805|Savings|2024-06-23|0.0
24961|17806|Savings|2024-12-09|0.0
24962|17806|Credit Card|2025-01-25|13000.0
24963|17807|Savings|2023-09-08|0.0
24964|17807|Credit Card|2024-06-06|63000.0
24965|17808|Savings|2023-05-14|0.0
24966|17809|Savings|2023-01-14|0.0
24967|17810|Savings|2023-03-26|0.0
24968|17811|Savings|2024-05-05|0.0
24969|17812|Savings|2024-02-06|0.0
24970|17813|Savings|2024-03-19|0.0
24971|17814|Savings|2023-12-16|0.0
24972|17814|Credit Card|2023-12-28|48000.0
24973|17815|Savings|2024-04-11|0.0
24974|17816|Savings|2025-01-30|0.0
24975|17817|Savings|2024-09-18|0.0
24976|17818|Savings|2023-03-31|0.0
24977|17819|Savings|2023-07-24|0.0
24978|17820|Savings|2024-11-24|0.0
24979|17821|Savings|2024-04-24|0.0
24980|17821|Credit Card|2024-09-14|15000.0
24981|17822|Savings|2023-10-30|0.0
24982|17823|Savings|2024-08-05|0.0
24983|17824|Savings|2024-03-20|0.0
24984|17825|Savings|2024-11-08|0.0
24985|17825|Credit Card|2025-01-15|40000.0
24986|17826|Savings|2023-07-06|0.0
24987|17826|Credit Card|2024-08-18|81000.0
24988|17827|Savings|2023-07-27|0.0
24989|17828|Savings|2023-04-09|0.0
24990|17828|Credit Card|2023-08-01|97000.0
24991|17829|Savings|2024-10-16|0.0
24992|17829|Credit Card|2024-10-28|35000.0
24993|17830|Savings|2023-12-23|0.0
24994|17830|Credit Card|2024-11-14|15000.0
24995|17831|Savings|2023-07-08|0.0
24996|17832|Savings|2024-11-14|0.0
24997|17833|Savings|2024-07-01|0.0
24998|17834|Savings|2023-04-07|0.0
24999|17835|Savings|2023-12-01|0.0
25000|17835|Credit Card|2024-09-22|47000.0
25001|17836|Savings|2024-02-04|0.0
25002|17836|Credit Card|2024-12-06|26000.0
25003|17837|Savings|2024-10-18|0.0
25004|17837|Credit Card|2024-11-16|91000.0
25005|17838|Savings|2024-04-22|0.0
25006|17839|Savings|2024-10-19|0.0
25007|17840|Savings|2024-01-22|0.0
25008|17840|Credit Card|2024-06-05|34000.0
25009|17841|Savings|2023-04-14|0.0
25010|17842|Savings|2023-02-15|0.0
25011|17843|Savings|2023-06-25|0.0
25012|17844|Savings|2023-01-14|0.0
25013|17845|Savings|2023-04-05|0.0
25014|17846|Savings|2024-09-02|0.0
25015|17847|Savings|2024-08-20|0.0
25016|17847|Credit Card|2025-01-30|59000.0
25017|17848|Savings|2024-12-11|0.0
25018|17848|Credit Card|2025-01-16|83000.0
25019|17849|Savings|2023-09-02|0.0
25020|17849|Credit Card|2024-01-22|52000.0
25021|17850|Savings|2023-10-22|0.0
25022|17850|Credit Card|2024-03-31|69000.0
25023|17851|Savings|2023-12-17|0.0
25024|17852|Savings|2024-11-07|0.0
25025|17852|Credit Card|2025-01-09|17000.0
25026|17853|Savings|2024-03-26|0.0
25027|17854|Savings|2024-11-06|0.0
25028|17854|Credit Card|2024-12-14|98000.0
25029|17855|Savings|2023-10-10|0.0
25030|17855|Credit Card|2023-10-15|40000.0
25031|17856|Savings|2023-01-25|0.0
25032|17857|Savings|2023-03-26|0.0
25033|17858|Savings|2023-04-26|0.0
25034|17858|Credit Card|2023-08-19|89000.0
25035|17859|Savings|2024-06-12|0.0
25036|17859|Credit Card|2024-10-26|56000.0
25037|17860|Savings|2024-06-04|0.0
25038|17860|Credit Card|2024-06-04|19000.0
25039|17861|Savings|2024-02-28|0.0
25040|17861|Credit Card|2024-08-23|83000.0
25041|17862|Savings|2024-08-17|0.0
25042|17863|Savings|2024-03-31|0.0
25043|17863|Credit Card|2024-04-03|43000.0
25044|17864|Savings|2024-02-13|0.0
25045|17865|Savings|2023-07-10|0.0
25046|17865|Credit Card|2024-10-11|82000.0
25047|17866|Savings|2024-01-19|0.0
25048|17867|Savings|2024-12-29|0.0
25049|17868|Savings|2024-04-14|0.0
25050|17868|Credit Card|2024-11-05|77000.0
25051|17869|Savings|2024-05-01|0.0
25052|17869|Credit Card|2024-05-31|85000.0
25053|17870|Savings|2024-08-21|0.0
25054|17871|Savings|2023-01-17|0.0
25055|17871|Credit Card|2024-03-21|26000.0
25056|17872|Savings|2024-11-06|0.0
25057|17872|Credit Card|2025-01-09|72000.0
25058|17873|Savings|2024-06-27|0.0
25059|17874|Savings|2024-10-16|0.0
25060|17875|Savings|2024-02-10|0.0
25061|17876|Savings|2023-05-11|0.0
25062|17877|Savings|2023-01-19|0.0
25063|17877|Credit Card|2024-11-28|51000.0
25064|17878|Savings|2024-07-01|0.0
25065|17878|Credit Card|2024-09-04|94000.0
25066|17879|Savings|2024-08-19|0.0
25067|17880|Savings|2024-04-22|0.0
25068|17881|Savings|2023-07-20|0.0
25069|17881|Credit Card|2024-12-31|40000.0
25070|17882|Savings|2024-04-09|0.0
25071|17883|Savings|2024-03-12|0.0
25072|17883|Credit Card|2024-12-20|37000.0
25073|17884|Savings|2024-10-23|0.0
25074|17885|Savings|2024-12-12|0.0
25075|17885|Credit Card|2024-12-18|97000.0
25076|17886|Savings|2023-02-18|0.0
25077|17887|Savings|2024-01-16|0.0
25078|17887|Credit Card|2024-09-08|71000.0
