interaction_id|customer_id|interaction_type|interaction_date
23133|21712|Email|2024-12-31
23134|63627|Chat|2025-01-01
23135|24394|Chat|2024-12-29
23136|65953|Chat|2025-01-03
23137|92220|Chat|2025-01-02
23138|75774|Chat|2024-12-30
23139|26139|Chat|2025-01-06
23140|1159|Chat|2024-12-30
23141|11558|Chat|2025-01-01
23142|58636|Email|2025-01-03
23143|75535|Chat|2025-01-06
23144|56355|Email|2025-01-03
23145|84655|Chat|2025-01-02
23146|31935|Chat|2025-01-02
23147|47066|Call|2024-12-29
23148|90511|Chat|2025-01-04
23149|12783|Chat|2025-01-04
23150|49908|Email|2025-01-02
23151|75171|Chat|2025-01-05
23152|14265|Chat|2025-01-05
23153|88701|Chat|2025-01-02
23154|98629|Call|2025-01-02
23155|97045|Chat|2024-12-30
23156|62154|Chat|2025-01-02
23157|43155|Chat|2025-01-04
23158|16821|Chat|2025-01-01
23159|10770|Chat|2025-01-01
23160|38527|Chat|2025-01-03
23161|62009|Chat|2024-12-31
23162|48888|Email|2024-12-31
23163|96400|Chat|2025-01-01
23164|39038|Chat|2025-01-06
23165|23139|Chat|2025-01-02
23166|558|Email|2024-12-30
23167|49469|Email|2025-01-03
23168|97556|Chat|2025-01-01
23169|73476|Chat|2025-01-01
23170|30159|Chat|2024-12-31
23171|64012|Chat|2025-01-03
23172|96252|Chat|2025-01-01
23173|24144|Chat|2025-01-01
23174|32748|Chat|2025-01-04
23175|46208|Chat|2025-01-02
23176|82285|Chat|2025-01-04
23177|82461|Email|2025-01-02
23178|5675|Chat|2025-01-04
23179|89480|Chat|2025-01-02
23180|79655|Chat|2025-01-01
23181|96602|Chat|2025-01-01
23182|94786|Chat|2025-01-04
23183|60823|Email|2025-01-04
23184|37841|Chat|2024-12-31
23185|67452|Chat|2025-01-02
23186|91187|Chat|2025-01-03
23187|27462|Email|2025-01-02
23188|27723|Chat|2024-12-30
23189|96813|Email|2025-01-02
23190|18099|Call|2024-12-31
23191|57190|Chat|2025-01-04
23192|29457|Call|2024-12-31
23193|75796|Chat|2025-01-04
23194|92373|Chat|2025-01-01
23195|27330|Call|2025-01-03
23196|84521|Chat|2025-01-04
23197|61864|Chat|2025-01-04
23198|60746|Chat|2025-01-02
23199|87146|Chat|2025-01-02
23200|49583|Chat|2025-01-01
23201|35244|Chat|2025-01-03
23202|70644|Chat|2024-12-31
23203|1939|Call|2025-01-01
23204|3209|Chat|2025-01-02
23205|49774|Email|2025-01-05
23206|39530|Call|2025-01-05
23207|38756|Call|2025-01-04
23208|91922|Chat|2025-01-02
23209|714|Chat|2025-01-02
23210|4350|Chat|2025-01-01
23211|23037|Chat|2024-12-30
23212|51799|Chat|2024-12-31
23213|50827|Chat|2024-12-31
23214|28786|Chat|2025-01-06
23215|9829|Email|2025-01-01
23216|59906|Email|2025-01-01
23217|94418|Call|2025-01-02
23218|9786|Chat|2025-01-01
23219|90369|Chat|2024-12-31
23220|40125|Chat|2025-01-03
23221|25142|Email|2025-01-01
23222|4495|Chat|2025-01-04
23223|24911|Chat|2025-01-03
23224|98155|Call|2025-01-04
23225|30086|Email|2025-01-07
23226|22523|Chat|2025-01-07
23227|63373|Chat|2025-01-06
23228|61463|Email|2025-01-07
23229|49658|Chat|2025-01-07
23230|55918|Chat|2024-12-30
23231|59222|Chat|2025-01-04
23232|19790|Email|2025-01-03
23233|77615|Chat|2025-01-02
23234|91433|Chat|2025-01-06
23235|77408|Chat|2025-01-06
23236|46569|Chat|2025-01-03
23237|44426|Email|2025-01-06
23238|90682|Chat|2024-12-30
23239|51612|Email|2025-01-03
23240|55524|Chat|2025-01-04
23241|93171|Chat|2025-01-04
23242|39025|Call|2025-01-04
23243|70600|Chat|2025-01-03
23244|53958|Call|2025-01-06
23245|87633|Call|2025-01-03
23246|4778|Chat|2025-01-01
23247|44511|Chat|2025-01-03
23248|42096|Chat|2025-01-10
23249|16961|Chat|2024-12-31
23250|3225|Email|2025-01-04
23251|16630|Email|2025-01-04
23252|12474|Chat|2025-01-04
23253|52582|Chat|2025-01-02
23254|94771|Chat|2025-01-04
23255|45726|Call|2025-01-02
23256|95849|Email|2025-01-08
23257|70293|Email|2025-01-05
23258|62773|Chat|2025-01-05
23259|18659|Chat|2025-01-05
23260|144|Chat|2025-01-05
23261|96801|Email|2025-01-05
23262|36853|Chat|2025-01-01
23263|43504|Email|2024-12-30
23264|42238|Call|2025-01-02
23265|35064|Chat|2025-01-06
23266|18067|Chat|2025-01-04
23267|3701|Chat|2025-01-06
23268|30205|Chat|2025-01-01
23269|9017|Email|2025-01-04
23270|42397|Chat|2025-01-03
23271|95661|Chat|2025-01-04
23272|79609|Chat|2025-01-07
23273|24518|Chat|2025-01-01
23274|6124|Chat|2025-01-04
23275|58638|Chat|2025-01-06
23276|52654|Chat|2025-01-02
23277|73624|Chat|2025-01-05
23278|15668|Chat|2025-01-01
23279|84946|Chat|2025-01-03
23280|18414|Call|2024-12-30
23281|25951|Email|2025-01-02
23282|63397|Chat|2024-12-31
23283|104|Email|2025-01-04
23284|83951|Chat|2025-01-02
23285|23383|Email|2025-01-01
23286|2282|Email|2025-01-01
23287|37347|Chat|2025-01-07
23288|17135|Email|2025-01-05
23289|96324|Chat|2025-01-03
23290|74952|Chat|2024-12-31
23291|18598|Chat|2025-01-05
23292|28723|Call|2025-01-04
23293|58575|Email|2025-01-02
23294|14890|Chat|2025-01-03
23295|24851|Chat|2025-01-05
23296|13422|Chat|2025-01-01
23297|68950|Chat|2025-01-03
23298|97912|Chat|2025-01-03
23299|88869|Chat|2025-01-02
23300|53835|Chat|2025-01-03
23301|71657|Chat|2025-01-04
23302|1472|Chat|2024-12-31
23303|43847|Email|2025-01-02
23304|66825|Call|2025-01-04
23305|95730|Email|2025-01-05
23306|88425|Email|2025-01-05
23307|77594|Call|2025-01-04
23308|1717|Email|2025-01-06
23309|2302|Chat|2025-01-03
23310|70264|Email|2025-01-02
23311|69023|Call|2024-12-31
23312|38113|Call|2025-01-05
23313|7497|Email|2025-01-01
23314|79968|Email|2025-01-03
23315|83370|Chat|2025-01-03
23316|41260|Chat|2025-01-04
23317|4973|Chat|2025-01-02
23318|35598|Chat|2024-12-31
23319|54827|Chat|2025-01-03
23320|19289|Call|2025-01-05
23321|50632|Chat|2025-01-02
23322|39529|Email|2025-01-05
23323|6076|Chat|2025-01-02
23324|72217|Chat|2025-01-03
23325|56051|Chat|2025-01-04
23326|46297|Chat|2025-01-03
23327|16866|Email|2025-01-05
23328|94069|Chat|2025-01-07
23329|24048|Chat|2025-01-03
23330|62445|Chat|2025-01-03
23331|13032|Chat|2025-01-05
23332|40174|Chat|2025-01-02
23333|18245|Call|2025-01-07
23334|98040|Chat|2024-12-31
23335|7627|Chat|2025-01-04
23336|4357|Email|2025-01-03
23337|23709|Call|2025-01-05
23338|9189|Email|2024-12-29
23339|68281|Chat|2025-01-02
23340|86410|Email|2025-01-01
23341|53533|Chat|2025-01-05
23342|87142|Call|2025-01-02
23343|37850|Chat|2024-12-31
23344|68324|Email|2024-12-29
23345|602|Email|2025-01-03
23346|15006|Chat|2025-01-07
23347|10966|Chat|2025-01-02
23348|29428|Email|2025-01-03
23349|27795|Chat|2025-01-04
23350|83902|Chat|2025-01-02
23351|625|Chat|2025-01-06
23352|99792|Call|2025-01-07
23353|62307|Email|2025-01-06
23354|56293|Email|2025-01-03
23355|35038|Email|2024-12-31
23356|34965|Chat|2025-01-03
23357|61435|Email|2025-01-03
23358|29789|Chat|2025-01-04
23359|97044|Chat|2025-01-02
23360|62033|Chat|2025-01-04
23361|35160|Chat|2025-01-01
23362|96315|Chat|2025-01-01
23363|56554|Email|2025-01-04
23364|48925|Chat|2025-01-01
23365|95147|Chat|2025-01-03
23366|61463|Chat|2024-12-31
23367|51599|Chat|2025-01-02
23368|36045|Chat|2025-01-04
23369|16382|Chat|2025-01-05
23370|44749|Chat|2025-01-01
23371|49952|Chat|2025-01-02
23372|60558|Email|2025-01-01
23373|10547|Email|2025-01-04
23374|86254|Chat|2025-01-03
23375|25572|Call|2025-01-04
23376|20054|Email|2025-01-07
23377|34425|Email|2025-01-05
23378|71854|Email|2025-01-05
23379|16276|Chat|2025-01-08
23380|31715|Chat|2025-01-05
23381|21292|Chat|2025-01-06
23382|16967|Email|2025-01-04
23383|66446|Chat|2025-01-06
23384|86972|Chat|2025-01-02
23385|13534|Chat|2025-01-05
23386|84282|Chat|2025-01-05
23387|49847|Email|2025-01-12
23388|2899|Call|2025-01-04
23389|34358|Chat|2025-01-05
23390|30832|Chat|2025-01-06
23391|46502|Chat|2025-01-03
23392|61581|Chat|2025-01-03
23393|17328|Chat|2025-01-03
23394|78009|Chat|2025-01-07
23395|19838|Email|2025-01-07
23396|63568|Chat|2025-01-03
23397|34648|Chat|2024-12-31
23398|68627|Chat|2025-01-09
23399|12465|Chat|2025-01-04
23400|16335|Email|2025-01-04
23401|66878|Chat|2025-01-05
23402|13676|Chat|2025-01-01
23403|93709|Email|2025-01-04
23404|21972|Email|2025-01-04
23405|62699|Email|2025-01-04
23406|91224|Chat|2025-01-05
23407|3211|Chat|2025-01-03
23408|37683|Email|2025-01-03
23409|71148|Chat|2025-01-08
23410|91838|Chat|2025-01-04
23411|78872|Chat|2025-01-06
23412|74975|Chat|2025-01-01
23413|6306|Chat|2025-01-07
23414|26803|Call|2024-12-31
23415|47918|Call|2025-01-07
23416|3166|Chat|2025-01-04
23417|92120|Chat|2025-01-01
23418|55813|Chat|2025-01-03
23419|23801|Chat|2025-01-05
23420|27458|Chat|2025-01-04
23421|30030|Email|2025-01-06
23422|80519|Chat|2025-01-04
23423|49579|Chat|2025-01-05
23424|87308|Chat|2025-01-04
23425|17534|Email|2025-01-05
23426|75449|Email|2025-01-04
23427|94121|Chat|2024-12-30
23428|25994|Chat|2025-01-05
23429|18617|Email|2025-01-02
23430|42414|Chat|2025-01-06
23431|13149|Chat|2025-01-07
23432|64108|Call|2025-01-06
23433|77239|Chat|2025-01-03
23434|30153|Chat|2025-01-03
23435|78686|Chat|2025-01-06
23436|68018|Chat|2025-01-05
23437|36177|Chat|2025-01-09
23438|97671|Email|2025-01-06
23439|10632|Chat|2025-01-04
23440|64995|Email|2025-01-02
23441|54109|Email|2025-01-05
23442|24259|Chat|2025-01-04
23443|66705|Email|2025-01-05
23444|8090|Chat|2025-01-04
23445|16746|Chat|2025-01-01
23446|83442|Chat|2025-01-04
23447|36770|Chat|2025-01-04
23448|87041|Email|2025-01-05
23449|7192|Chat|2025-01-04
23450|92552|Email|2025-01-05
23451|99204|Chat|2025-01-06
23452|42994|Chat|2025-01-02
23453|42916|Chat|2025-01-02
23454|97154|Chat|2025-01-08
23455|34743|Chat|2025-01-03
23456|6704|Email|2025-01-05
23457|52591|Email|2025-01-01
23458|47677|Chat|2025-01-03
23459|44734|Chat|2024-12-30
23460|94220|Chat|2025-01-04
23461|49369|Chat|2025-01-04
23462|70187|Email|2024-12-31
23463|56888|Call|2025-01-01
23464|11793|Email|2025-01-06
23465|70698|Chat|2025-01-06
23466|9937|Chat|2025-01-05
23467|69440|Chat|2025-01-03
23468|53241|Call|2025-01-04
23469|15419|Chat|2025-01-05
23470|5537|Call|2025-01-06
23471|22829|Chat|2025-01-01
23472|4913|Chat|2025-01-06
23473|85944|Chat|2024-12-31
23474|14063|Chat|2025-01-03
23475|62126|Email|2025-01-02
23476|69539|Chat|2025-01-04
23477|80515|Chat|2025-01-05
23478|22290|Chat|2025-01-03
23479|44116|Chat|2025-01-04
23480|31680|Chat|2025-01-05
23481|55120|Chat|2025-01-05
23482|37981|Chat|2025-01-07
23483|43148|Chat|2025-01-04
23484|81079|Call|2025-01-09
23485|15993|Chat|2025-01-05
23486|12320|Chat|2025-01-04
23487|72843|Chat|2025-01-04
23488|16772|Chat|2025-01-04
23489|59369|Call|2025-01-06
23490|30542|Chat|2025-01-03
23491|85751|Chat|2024-12-31
23492|63940|Chat|2025-01-01
23493|99045|Email|2025-01-08
23494|18545|Email|2025-01-07
23495|18811|Chat|2025-01-03
23496|5058|Chat|2025-01-05
23497|54141|Chat|2025-01-02
23498|75846|Email|2025-01-03
23499|88605|Chat|2025-01-01
23500|37411|Call|2025-01-07
23501|46404|Email|2024-12-31
23502|38319|Chat|2025-01-06
23503|12295|Email|2025-01-06
23504|35498|Chat|2025-01-06
23505|25721|Chat|2025-01-04
23506|74664|Chat|2025-01-01
23507|60613|Chat|2025-01-04
23508|57625|Email|2025-01-06
23509|11870|Email|2025-01-06
23510|96168|Chat|2025-01-02
23511|92641|Chat|2025-01-04
23512|74825|Call|2025-01-04
23513|64459|Email|2025-01-06
23514|45110|Chat|2025-01-04
23515|23412|Chat|2025-01-06
23516|8897|Chat|2025-01-06
23517|97471|Chat|2025-01-03
23518|34029|Chat|2025-01-04
23519|98201|Chat|2025-01-06
23520|46425|Email|2025-01-04
23521|91252|Chat|2025-01-05
23522|56646|Email|2025-01-03
23523|14643|Email|2025-01-02
23524|6613|Chat|2025-01-03
23525|98732|Chat|2025-01-04
23526|66972|Email|2025-01-04
23527|33352|Chat|2025-01-07
23528|93077|Chat|2025-01-06
23529|37681|Chat|2025-01-06
23530|58491|Chat|2025-01-04
23531|74141|Chat|2025-01-05
23532|13094|Call|2025-01-04
23533|6572|Chat|2025-01-07
23534|34417|Chat|2025-01-03
23535|53933|Email|2025-01-06
23536|61439|Chat|2025-01-08
23537|48971|Chat|2025-01-05
23538|5765|Chat|2025-01-07
23539|74082|Chat|2025-01-02
23540|95790|Chat|2025-01-05
23541|85210|Chat|2025-01-05
23542|55422|Call|2025-01-08
23543|75199|Chat|2025-01-07
23544|90571|Chat|2025-01-05
23545|31108|Chat|2025-01-04
23546|77521|Email|2025-01-07
23547|73836|Chat|2025-01-05
23548|75184|Chat|2025-01-05
23549|18147|Chat|2025-01-06
23550|15073|Chat|2025-01-02
23551|7125|Email|2025-01-02
23552|12446|Chat|2025-01-06
23553|38864|Email|2025-01-04
23554|40395|Email|2025-01-06
23555|92144|Call|2025-01-04
23556|43284|Email|2025-01-03
23557|33081|Email|2025-01-08
23558|32372|Chat|2025-01-05
23559|10197|Chat|2025-01-04
23560|83747|Email|2025-01-07
23561|89675|Chat|2025-01-02
23562|22395|Chat|2025-01-04
23563|27620|Chat|2025-01-07
23564|57350|Chat|2025-01-01
23565|88912|Chat|2025-01-05
23566|79516|Call|2025-01-08
23567|57187|Chat|2025-01-04
23568|22983|Chat|2025-01-04
23569|48973|Email|2025-01-04
23570|58633|Call|2025-01-02
23571|86088|Chat|2025-01-09
23572|91916|Chat|2025-01-09
23573|86931|Email|2025-01-09
23574|47020|Chat|2025-01-04
23575|42435|Chat|2025-01-06
23576|86106|Chat|2024-12-31
23577|43632|Chat|2025-01-03
23578|91187|Chat|2025-01-06
23579|34803|Email|2025-01-03
23580|371|Chat|2025-01-06
23581|16683|Chat|2025-01-08
23582|14424|Chat|2025-01-04
23583|942|Chat|2025-01-02
23584|89193|Chat|2025-01-02
23585|88232|Chat|2025-01-05
23586|41241|Chat|2025-01-07
23587|86931|Chat|2025-01-03
23588|79512|Chat|2025-01-07
23589|27384|Chat|2025-01-05
23590|60218|Chat|2024-12-30
23591|1621|Chat|2025-01-07
23592|89|Email|2025-01-07
23593|71493|Chat|2025-01-05
23594|65616|Email|2025-01-05
23595|36812|Chat|2025-01-04
23596|27457|Chat|2025-01-03
23597|11331|Email|2025-01-01
23598|37114|Email|2025-01-09
23599|25805|Chat|2025-01-03
23600|85289|Email|2025-01-03
23601|46871|Chat|2025-01-07
23602|65478|Email|2025-01-03
23603|91369|Chat|2025-01-07
23604|86104|Chat|2025-01-06
23605|70185|Chat|2025-01-06
23606|38137|Chat|2025-01-01
23607|84726|Chat|2025-01-08
23608|95419|Chat|2025-01-07
23609|79380|Email|2025-01-01
23610|79406|Call|2025-01-04
23611|85371|Call|2025-01-04
23612|30798|Chat|2025-01-04
23613|81414|Call|2025-01-06
23614|20107|Chat|2025-01-06
23615|86992|Email|2025-01-02
23616|8001|Chat|2025-01-04
23617|57907|Chat|2025-01-04
23618|28383|Chat|2025-01-03
23619|71369|Chat|2025-01-06
23620|39532|Chat|2025-01-04
23621|38637|Email|2025-01-04
23622|72714|Chat|2025-01-04
23623|92474|Chat|2025-01-06
23624|26567|Email|2025-01-07
23625|32664|Email|2025-01-06
23626|69686|Chat|2025-01-06
23627|14836|Email|2025-01-05
23628|75426|Chat|2025-01-03
23629|63551|Chat|2025-01-05
23630|41401|Email|2025-01-05
23631|48353|Email|2025-01-07
23632|19582|Chat|2025-01-04
23633|1731|Email|2025-01-05
23634|59155|Call|2025-01-09
23635|71364|Chat|2025-01-06
23636|22626|Email|2025-01-06
23637|93557|Email|2025-01-03
23638|22020|Chat|2025-01-05
23639|90159|Chat|2025-01-07
23640|44237|Call|2025-01-07
23641|87247|Chat|2025-01-07
23642|19585|Chat|2025-01-04
23643|9081|Email|2025-01-05
23644|69558|Chat|2025-01-09
23645|46291|Email|2025-01-08
23646|47180|Chat|2025-01-04
23647|7201|Email|2025-01-06
23648|55439|Chat|2025-01-04
23649|54471|Chat|2025-01-03
23650|28141|Email|2025-01-08
23651|49488|Chat|2025-01-09
23652|72006|Chat|2025-01-06
23653|52627|Chat|2025-01-07
23654|69211|Chat|2025-01-07
23655|40387|Chat|2025-01-06
23656|38775|Chat|2025-01-11
23657|92548|Chat|2025-01-04
23658|26845|Email|2025-01-05
23659|22713|Chat|2025-01-06
23660|30477|Chat|2025-01-10
23661|66491|Call|2025-01-07
23662|39716|Chat|2025-01-05
23663|23372|Chat|2025-01-09
23664|23486|Call|2025-01-08
23665|6138|Call|2025-01-06
23666|1157|Email|2025-01-04
23667|95914|Chat|2025-01-04
23668|8735|Chat|2025-01-07
23669|59359|Chat|2025-01-06
23670|62561|Email|2025-01-04
23671|49437|Email|2025-01-02
23672|90672|Chat|2025-01-05
23673|14169|Email|2025-01-06
23674|27857|Chat|2025-01-07
23675|73392|Call|2025-01-08
23676|405|Chat|2025-01-09
23677|55469|Email|2025-01-05
23678|81923|Email|2025-01-08
23679|2764|Email|2025-01-02
23680|99894|Chat|2025-01-05
23681|28233|Chat|2025-01-05
23682|82300|Chat|2025-01-07
23683|27869|Chat|2025-01-06
23684|10120|Email|2025-01-06
23685|14579|Chat|2025-01-09
23686|43003|Email|2025-01-07
23687|1920|Call|2025-01-07
23688|63304|Chat|2025-01-08
23689|31965|Chat|2025-01-06
23690|93882|Email|2025-01-06
23691|1220|Email|2025-01-08
23692|97076|Chat|2025-01-08
23693|67070|Chat|2025-01-04
23694|74077|Chat|2025-01-08
23695|48836|Email|2025-01-04
23696|43339|Chat|2025-01-05
23697|73785|Chat|2025-01-04
23698|9036|Chat|2025-01-06
23699|20401|Email|2025-01-04
23700|27452|Chat|2025-01-06
23701|90097|Chat|2025-01-06
23702|54080|Call|2025-01-05
23703|33318|Email|2025-01-07
23704|34908|Chat|2025-01-06
23705|55381|Email|2025-01-06
23706|59899|Chat|2025-01-05
23707|64230|Chat|2025-01-05
23708|99280|Email|2025-01-06
23709|10317|Chat|2025-01-06
23710|48193|Chat|2025-01-06
23711|89634|Email|2025-01-07
23712|4015|Chat|2025-01-05
23713|50949|Chat|2025-01-08
23714|24531|Email|2025-01-07
23715|18311|Chat|2025-01-06
23716|51302|Chat|2025-01-05
23717|69172|Call|2025-01-05
23718|86206|Chat|2025-01-07
23719|45461|Email|2025-01-05
23720|55211|Chat|2025-01-04
23721|16683|Email|2025-01-08
23722|91054|Chat|2025-01-05
23723|75079|Chat|2025-01-08
23724|71209|Email|2025-01-06
23725|11124|Chat|2025-01-07
23726|52431|Chat|2025-01-08
23727|3045|Email|2025-01-01
23728|83064|Chat|2025-01-07
23729|55270|Chat|2025-01-06
23730|79286|Email|2025-01-04
23731|47996|Chat|2025-01-06
23732|11098|Chat|2025-01-06
23733|77765|Chat|2025-01-07
23734|73024|Chat|2025-01-03
23735|83056|Chat|2025-01-05
23736|11307|Chat|2025-01-09
23737|90666|Chat|2025-01-07
23738|88338|Chat|2025-01-09
23739|52166|Chat|2025-01-09
23740|26830|Call|2025-01-06
23741|51541|Chat|2025-01-02
23742|54475|Chat|2025-01-04
23743|68456|Email|2025-01-07
23744|30835|Chat|2025-01-05
23745|25275|Chat|2024-12-31
23746|54328|Email|2025-01-04
23747|92856|Chat|2025-01-06
23748|49172|Email|2025-01-07
23749|24527|Chat|2025-01-05
23750|80107|Call|2025-01-09
23751|2516|Email|2025-01-06
23752|86466|Chat|2025-01-08
23753|15040|Chat|2025-01-06
23754|45699|Chat|2025-01-05
23755|35600|Chat|2025-01-08
23756|30582|Chat|2025-01-04
23757|74325|Chat|2025-01-03
23758|60947|Call|2025-01-05
23759|12589|Email|2025-01-06
23760|75509|Email|2025-01-02
23761|65353|Chat|2025-01-07
23762|26203|Chat|2025-01-03
23763|54895|Chat|2025-01-07
23764|81744|Chat|2025-01-06
23765|87449|Chat|2025-01-05
23766|15367|Chat|2025-01-08
23767|85516|Email|2025-01-07
23768|33824|Email|2025-01-05
23769|56951|Chat|2025-01-05
23770|12262|Email|2025-01-10
23771|95542|Chat|2025-01-05
23772|16803|Chat|2025-01-06
23773|29320|Email|2025-01-08
23774|83450|Chat|2025-01-05
23775|94305|Chat|2025-01-09
23776|2417|Email|2025-01-07
23777|91613|Email|2025-01-03
23778|1005|Call|2025-01-04
23779|3460|Chat|2025-01-05
23780|47308|Call|2025-01-07
23781|85575|Email|2025-01-05
23782|32186|Chat|2025-01-08
23783|20755|Chat|2025-01-05
23784|20310|Email|2025-01-06
23785|51176|Chat|2025-01-05
23786|42615|Chat|2025-01-08
23787|54028|Email|2025-01-10
23788|96367|Chat|2025-01-07
23789|42626|Email|2025-01-06
23790|38888|Chat|2025-01-09
23791|61096|Email|2025-01-08
23792|28307|Chat|2025-01-05
23793|94863|Chat|2025-01-06
23794|1005|Chat|2025-01-09
23795|44621|Call|2025-01-09
23796|60887|Call|2025-01-06
23797|19252|Email|2025-01-05
23798|12249|Email|2025-01-08
23799|85837|Call|2025-01-07
23800|63172|Email|2025-01-05
23801|90954|Call|2025-01-08
23802|13060|Chat|2025-01-03
23803|35142|Email|2025-01-07
23804|39205|Call|2025-01-06
23805|60708|Chat|2025-01-09
23806|23654|Chat|2025-01-06
23807|93459|Chat|2025-01-07
23808|50290|Email|2025-01-07
23809|50068|Email|2025-01-06
23810|67352|Chat|2025-01-07
23811|82076|Chat|2025-01-07
23812|95290|Chat|2025-01-05
23813|82835|Call|2025-01-08
23814|3217|Chat|2025-01-04
23815|86743|Chat|2025-01-08
23816|17346|Chat|2025-01-07
23817|4233|Email|2025-01-08
23818|27296|Email|2025-01-06
23819|6734|Chat|2025-01-07
23820|971|Chat|2025-01-09
23821|44071|Chat|2025-01-06
23822|80727|Email|2025-01-06
23823|86774|Email|2025-01-05
23824|35940|Chat|2025-01-10
23825|15193|Call|2025-01-06
23826|94980|Chat|2025-01-06
23827|46291|Chat|2025-01-05
23828|60924|Email|2025-01-06
23829|61606|Email|2025-01-11
23830|48056|Email|2025-01-07
23831|83830|Email|2025-01-09
23832|43800|Chat|2025-01-07
23833|43334|Chat|2025-01-08
23834|52607|Chat|2025-01-05
23835|9178|Chat|2025-01-06
23836|44955|Call|2025-01-08
23837|15927|Chat|2025-01-05
23838|12111|Chat|2025-01-05
23839|11753|Chat|2025-01-04
23840|88619|Chat|2025-01-02
23841|32250|Chat|2025-01-10
23842|10536|Chat|2025-01-07
23843|98336|Chat|2025-01-05
23844|23665|Chat|2025-01-07
23845|32025|Chat|2025-01-09
23846|93764|Chat|2025-01-08
23847|27184|Chat|2025-01-06
23848|64887|Chat|2025-01-07
23849|8670|Email|2025-01-06
23850|11681|Email|2025-01-08
23851|65120|Email|2025-01-06
23852|96337|Chat|2025-01-05
23853|51259|Chat|2025-01-03
23854|84635|Chat|2025-01-06
23855|25605|Chat|2025-01-07
23856|17079|Chat|2025-01-06
23857|76034|Call|2025-01-06
23858|40938|Email|2025-01-08
23859|34843|Chat|2025-01-07
23860|60107|Chat|2025-01-11
23861|95951|Chat|2025-01-05
23862|96222|Chat|2025-01-10
23863|87375|Email|2025-01-09
23864|6097|Call|2025-01-01
23865|91622|Chat|2025-01-07
23866|89664|Chat|2025-01-05
23867|17019|Call|2025-01-08
23868|288|Call|2025-01-04
23869|45848|Chat|2025-01-07
23870|26691|Call|2025-01-09
23871|12335|Email|2025-01-06
23872|79652|Chat|2025-01-08
23873|28888|Chat|2025-01-04
23874|3841|Email|2025-01-07
23875|68981|Chat|2025-01-09
23876|45565|Chat|2025-01-08
23877|44237|Chat|2025-01-04
23878|12675|Chat|2025-01-05
23879|53151|Chat|2025-01-07
23880|73209|Email|2025-01-03
23881|5222|Chat|2025-01-10
23882|56960|Email|2025-01-07
23883|38989|Email|2025-01-08
23884|9384|Chat|2025-01-03
23885|7671|Call|2025-01-07
23886|36157|Email|2025-01-08
23887|93482|Chat|2025-01-06
23888|96804|Chat|2025-01-06
23889|84154|Email|2025-01-03
23890|18316|Email|2025-01-04
23891|63300|Chat|2025-01-07
23892|31702|Chat|2025-01-09
23893|82927|Chat|2025-01-08
23894|8114|Email|2025-01-06
23895|44857|Chat|2025-01-06
23896|3249|Email|2025-01-07
23897|92582|Email|2025-01-07
23898|17644|Chat|2025-01-06
23899|69074|Chat|2025-01-09
23900|72424|Email|2025-01-10
23901|91763|Chat|2025-01-08
23902|309|Email|2025-01-05
23903|56670|Email|2025-01-06
23904|89048|Call|2025-01-08
23905|74963|Chat|2025-01-06
23906|22907|Email|2025-01-08
23907|12167|Email|2025-01-07
23908|83399|Email|2025-01-07
23909|13878|Chat|2025-01-04
23910|81515|Chat|2025-01-09
23911|63961|Chat|2025-01-07
23912|67345|Call|2025-01-06
23913|95597|Chat|2025-01-08
23914|53364|Chat|2025-01-05
23915|76406|Chat|2025-01-08
23916|48164|Email|2025-01-05
23917|13996|Chat|2025-01-07
23918|38535|Chat|2025-01-07
23919|55261|Email|2025-01-08
23920|93060|Chat|2025-01-06
23921|76560|Call|2025-01-06
23922|41491|Email|2025-01-06
23923|6786|Chat|2025-01-04
23924|87619|Chat|2025-01-10
23925|99787|Call|2025-01-08
23926|62921|Chat|2025-01-04
23927|70424|Email|2025-01-06
23928|62985|Chat|2025-01-07
23929|27867|Chat|2025-01-08
23930|3514|Chat|2025-01-06
23931|72908|Chat|2025-01-10
23932|72824|Email|2025-01-06
23933|64665|Chat|2025-01-08
23934|2009|Chat|2025-01-08
23935|77494|Chat|2025-01-07
23936|98950|Email|2025-01-03
23937|34810|Chat|2025-01-06
23938|65266|Chat|2025-01-08
23939|75205|Chat|2025-01-07
23940|19132|Chat|2025-01-05
23941|18460|Call|2025-01-06
23942|80753|Email|2025-01-09
23943|8482|Email|2025-01-05
23944|82827|Chat|2025-01-08
23945|30962|Chat|2025-01-06
23946|54633|Chat|2025-01-08
23947|84604|Chat|2025-01-07
23948|18374|Call|2025-01-06
23949|85524|Email|2025-01-06
23950|7243|Chat|2025-01-05
23951|62014|Email|2025-01-11
23952|10575|Chat|2025-01-09
23953|26030|Chat|2025-01-10
23954|91223|Chat|2025-01-06
23955|4496|Email|2025-01-07
23956|93178|Chat|2025-01-07
23957|799|Chat|2025-01-09
23958|37068|Chat|2025-01-09
23959|86296|Chat|2025-01-06
23960|6662|Chat|2025-01-09
23961|12370|Chat|2025-01-06
23962|38329|Email|2025-01-04
23963|11196|Chat|2025-01-10
23964|7030|Chat|2025-01-05
23965|8671|Chat|2025-01-04
23966|62003|Call|2025-01-11
23967|47145|Chat|2025-01-05
23968|84888|Chat|2025-01-04
23969|56762|Call|2025-01-09
23970|41415|Chat|2025-01-09
23971|2601|Email|2025-01-09
23972|31578|Email|2025-01-08
